comment_body,id,idx,n_agree,n_disagree,percentage
"我覺得UberX是國際化的App，今天台灣要融入國際，就要接受這個平台，而不是排擠它。",44,109,312,80,79.59
"我覺得真正共乘的精神, 應該要讓司機能選擇去什麼地區的乘客一起搭乘, 否則共乘只是白牌車營業賺錢的包裝罷了。",45,165,69,18,79.31
"我覺得車輛部份因為是自己所愛護的車輛，也都會遵守不違反交通規則，不會像一般計程車那樣橫衝直撞嚇死乘客",46,128,220,58,79.13
"我覺得UberX在計費上通常較計程車便宜，平均都能省下一個便當的錢。",47,72,369,100,78.67
"我覺得尖峰時段可以彈性提高收費。",48,3,543,149,78.46
"我覺得在徵集意見前，各級相關政府單位都應該先明確表示立場。",49,37,465,132,77.88
"我覺得Uber的評分機制很好, 而且有效的管理, 將低分司機淘汰掉, 所以一般司機如果犯嚴重的錯誤, 將永久禁止合作, 相反的計程車犯了錯依然可以繼續上路, 所以Uber對消費者來說是比較有保障的平台。",50,169,66,19,77.64
"我覺得即使Uber X沒有職業駕照或車體有明顯標示以辨識，但因其每趟行程皆有行程紀錄，也感到安全
。",51,69,375,117,76.21
"我覺得UBER問題是否應該立法(或修法)？應取決於UBER服務是否有夠大影響力，目前來看，影響人民日常並不大。若民意機關覺得影響性夠大，我讚成修法或立法。",52,123,191,60,76.09
"我覺得開放Uber是提升臺灣基礎競爭力重要的一環",53,144,144,47,75.39
"就安全面，職業駕照跟自用相比，筆試多了地點跟景點，路試多了更窄的S與行車線，交通安全規則都一樣。",54,161,65,22,74.71
"我覺得要提前考慮電腦自動駕駛的情況，包括現代大眾系統是否還有興建必要，以及以後計程車司機的就業該怎麼辦。",55,94,285,105,73.07
"我覺得Uber應該把該繳的稅繳給政府，政府無須過多干預，讓Uber與小黃自由競爭；消費者有選擇的權利，如果覺得Uber不安全或沒保障，一樣可以去搭小黃，而這如果是大眾普遍的想法，那Uber自然會被市場機制淘汰，政府何須過多干預呢？",56,157,95,35,73.07
"我覺得交通運輸和食品、藥品性質類似，比起一般服務的媒合平台來說，應該要特別嚴格的界定與把關。",57,55,363,136,72.74
"我有用過 Uber 叫車。",58,0,488,184,72.61
"我覺得應該開放司機同時接受多家派遣。",59,4,459,175,72.39
"我覺得 UberX 司機的個人資料，應受政府管制。",60,24,439,169,72.2
"我覺得UberX應該依法令申請經營運輸業務。",61,21,456,177,72.03
"Uber 是人力派遣，就像客運僱員，屬於服務業。",62,17,460,183,71.53
"我覺得UberX現有保障乘客權益的機制已經足夠，放行營運可以讓民眾多一個便捷的交通方式。",63,92,308,123,71.46
"不管法律層面前提下，uber的媒合效益比較好，計程車的距離效益比較好",64,159,66,28,70.21
"我覺得「駕駛自己要去的目的地，和搭乘的人相同」才是共乘的精神，繞行等待載客的不能算是共乘。",65,100,260,116,69.14
"我覺得UberX在計費上，晚上應該費用能提高，不能以低價只為了乘客，卻讓司機無力持續，造成車輛數減少。",66,154,74,35,67.88
"我覺得 UberX 的司機都應該先考取職業駕駛執照。",67,34,426,204,67.61
"個人認為應比照小黃立個規範，想開uber的駕駛都須通過由交通部監理單位所舉辦的行車認證或考試，考過便可核發個人或營業用登記證，一來可保障所有乘客，另一方面可保障所有駕駛的基本權利。",68,122,171,82,67.58
"就駕駛而言，計程車司機的收入比uber好，uber司機收入是計程車車資六成。",69,162,36,18,66.66
"如果不趕時間，就算在馬路邊有許多計程車，我還是會傾向叫 Uber",70,38,409,211,65.96
"Uber 是媒合平台，就像拍賣網站，屬於資訊業。",71,12,428,228,65.24
"就管理面，除非uber承認自己是虛擬叫車公司，不然管理是比較弱。",72,160,61,33,64.89
"我覺得 Uber 「費率加成」的邏輯很不透明，導致有時候 UberBlack 會比 UberX 要便宜的奇怪情況出現。",73,80,264,143,64.86
"我覺得 UberX 目前無法幫乘客保意外險，讓我感到沒有保障。",74,32,417,227,64.75
"我覺得載客的車子上應該要有明確標示。",75,6,417,230,64.45
"我覺得 UberX 應比照計程車，將登記證、執照、駕駛完整資訊擺設於車內明顯可見之處。",76,77,310,194,61.5
"我覺得主動取締白牌車是交通部的責任。",77,5,379,242,61.03
"我覺得搭乘他人的自用車，若是無從判斷此人是否通過測驗及健檢，感覺非常沒有保障。",78,78,279,194,58.98
"我覺得Uber既然標榜共乘那就應該以共乘為主，而不是一堆都是職業司機，搞得跟小黃做一樣的生意卻不受職業駕駛法規管制。",79,174,40,30,57.14
"香港取締Uber不只是對司機開罰，也逮捕了公司負責人，台灣取締Uber只會罰罰款罷了，請鐵腕一點好嗎? 隨意車輛人員都能載客，只是犧牲掉了乘客(人民)安全。",80,164,57,43,56.99
"不應該限制計程車的車輛顏色外觀式樣內裝等等，再好的車噴成黃色很難看，圖利特定廠商而且造成購車成本增加，消費者失去新鮮感",81,173,42,32,56.75
"我認為 UberX 對司機資格的管理方式不夠嚴謹。",82,35,308,284,52.02
"我覺得UberX管理制度不夠透明，讓我難以安心。",83,19,328,315,51.01
"我覺得大眾運輸工具普及後，營業車的空車率已不斷攀升，開放自用車載客不會擴大需求，只會讓計程車更難經營。",84,50,266,276,49.07
"我有以加價計費搭乘過 Uber",85,43,257,271,48.67
"我覺得UberX目前未依法營業，讓我覺得搭乘時有風險。",86,18,311,330,48.51
"我覺得 UberX 雖然說是為了服務大眾，但如果加上合法納稅、保險的成本，它的商業模式就無法營運下去。",87,48,234,253,48.04
"我覺得交通部取締效果不彰，是公權力無能的表現。",88,29,286,326,46.73
"我覺得UberX已與現有國內運輸業產生不公平競爭的情形。",89,20,282,364,43.65
"我覺得計程車身一定要塗裝成黃色的，和其他車輛顏色不同。",90,13,283,368,43.47
"我覺得既然交通部已駁回 Uber 的行政訴願，台北市政府就應該註銷「台灣宇博數位」的公司登記。",91,31,240,314,43.32
"我覺得自用車未經政府認證就自行載客營業，已經威脅到公共安全。",92,44,255,336,43.14
"我覺得UBER避稅很正常，就如同你在申報所得稅時會選擇最低金額的申報方式一樣正常。",93,171,41,56,42.26
"以前是車行管司機，現在是車隊管司機。所以品牌車隊大家比較有信心搭乘，因為有在管理。現在車行不太管司機，所以未加入車隊的司機就比較會胡搞瞎搞。uber現在司機少問題不大，等到uber司機多了，大概就像現在很多沒人管的司機一樣了。而且uber只用APP管司機？各位覺得這樣真的好嗎？",94,170,27,38,41.53
"我有職業駕照。",95,15,233,371,38.57
"我有在台灣以外的地方叫過 Uber",96,10,225,381,37.12
"我覺得自用車載客應該登記，每日以上下班兩趟為限，可達共乘效果，並應加買保障乘客的保險",97,120,88,154,36.36
"我覺得UBER跟政府成立的共乘網 都是媒合平臺 都與交通部無關",98,156,43,89,32.57
"我覺得 UberX 現行不法行為應盡一切努力使其停業，不需要國人表示意見。",99,30,177,458,27.87
"我是計程車司機。",100,1,2,7,22.22
"我是 Uber 司機。",101,2,2,7,22.22
