comment_body,id,idx,n_agree,n_disagree,percentage
"他人對遊戲的批判很重要，了解問題出在哪裡才能對症下藥，畢竟開發者總是會有自己的盲點",32,111,38,3,92.68
"我覺得這個討論開始歪很大",33,91,48,4,92.3
"我願意一次性付費買斷好遊戲，金額高點沒關係。",34,76,71,6,92.2
"自己喜歡的遊戲類型會依過去的(經歷)和(興趣)而 分門別類",35,17,189,16,92.19
"我會想玩過時(指推出時間)的遊戲",36,23,176,15,92.14
"我有玩電腦遊戲的習慣。",37,2,222,20,91.73
"我認為台灣遊戲開發者應該以全球市場為目標, 不要自我設限!",38,38,126,12,91.3
"我願意抖內給自己喜歡的遊戲開發者，以獲取更多的更新內容(並不是購買DLC)",39,77,63,6,91.3
"我覺得好遊戲是劇情、美術、音樂等多方結合，而不是單一項目出頭就能達成的。",40,87,62,6,91.17
"我覺得遊戲開發要天時地利人和。獨立遊戲的合作開發需要有剛好志同道合且有時間又願意共同承擔結果的美術、音樂、工程師，才""有機會""完成",41,93,56,6,90.32
"我認為遊戲好壞跟付費免費無關",42,45,118,13,90.07
"遊戲品質非常重要，寧可把東西磨好也不要為死線冒然發佈，否則只會有反效果",43,109,35,4,89.74
"如果需要持續性消費的遊戲，我喜歡固定金額勝於波動金額。",44,37,108,13,89.25
"要實現好的創意必須要靠足夠的技術和資金支持",45,22,176,25,87.56
"要實踐好玩的創意是需要技術和資金支持的",46,24,161,23,87.5
"在現今台灣遊戲產業結構完全扭曲的狀態下，如果這個政府期望遊戲產業還有復甦的可能性，請把舊有的產業結構打掉，重新以研發為核心，以全球為目標做拓展吧。",47,70,70,10,87.5
"我認為遊戲做的有趣好玩只是基本，要能夠讓這款遊戲養活創作者，才是功力所在。",48,57,82,12,87.23
"我認為沒有靈魂的遊戲不算好遊戲",49,99,39,6,86.66
"我喜歡原創遊戲遠大於其他許多延伸作品，例如:三國○○,●●傳等",50,16,157,26,85.79
"我覺得「發表容易被100%反對的想法」，比「得到多數贊成的想法」來登上排名版面更簡單些",51,128,18,3,85.71
"討厭有自動掛機和自動跑主線/任務的遊戲",52,19,164,29,84.97
"我喜歡打電腦遊戲勝過手機遊戲",53,33,101,18,84.87
"沒有錢萬萬不能",54,115,33,6,84.61
"台灣遊戲產業是系統的問題，舊的人有錢用老舊的遊戲規則玩死新的人，新的人沒有資源支撐一款遊戲真正的往前走。玩家是需要被教育的，如果產業沒有像活水一般流動，玩家永遠都只會在排行榜前幾名玩遊戲。遊戲規則不改變，那遊戲產業也不會改變。",55,123,22,4,84.61
"重視劇情的單機遊戲比起重視交流的線上遊戲更吸引我",56,10,171,33,83.82
"我覺得上班好累人",57,64,67,13,83.75
"我有玩手機遊戲的習慣。",58,0,194,38,83.62
"有時候能跟朋友同樂時 大過於自己單機玩",59,21,165,33,83.33
"在座的遊戲開發者都有病 (ﾟ∀ﾟ)",60,97,40,8,83.33
"我覺得遊戲製作者得找出自己獨特風格。「我的遊戲跟別人有什麼不一樣」是個首要關鍵問題。",61,43,106,22,82.81
"好遊戲必然有其營利方式",62,49,95,20,82.6
"我覺得做這個測驗非常有趣！",63,127,14,3,82.35
"我覺得台灣遊戲在開發期的廣告做的太少",64,79,53,12,81.53
"我覺得台灣現在有資本的沒有遊戲創意，有遊戲創意的沒資本",65,32,107,27,79.85
"我覺得玩法的獨創性""不是""最重要的",66,48,90,23,79.64
"我覺得商業遊戲中的卡牌類型遊戲太多了。某些時候即使出了短篇角色劇情也不能真正讓角色富有個性與內涵，更遑論沒有的。而這使遊戲變的扁平。",67,89,43,11,79.62
"做遊戲超痛苦的、只有夠M的人才能完成遊戲",68,69,69,18,79.31
"我覺得台灣充斥著假的獨立遊戲開發商",69,90,42,11,79.24
"遊戲是科技為骨幹的文化產品",70,68,60,16,78.94
"隨著年紀增長，能利用瑣碎空檔短時間獲得樂趣的遊戲較吸引我持續遊玩。",71,39,101,27,78.9
"我認為我被分在邊緣人群組內 誰贊成? 誰反對?",72,125,11,3,78.57
"我覺得 爛大街的三國 仙X俠 軒X 光廣告看得都煩了不必再做了",73,9,174,48,78.37
"我不希望做很冗長的養成系統",74,122,18,5,78.26
"我覺得一看就懂的遊戲很重要",75,18,149,42,78.01
"我覺得有好多沒做過遊戲的人在這裡高談闊論",76,135,7,2,77.77
"我覺得(遊戲玩法)有加入自己的觀點加以優化拓展就不算抄襲",77,78,48,14,77.41
"我覺得做遊戲還是不要挑戰玩家直覺比較好",78,116,20,6,76.92
"我覺得 只要是用心做的遊戲 一定可以有自己的一片天",79,84,46,14,76.66
"課金糞遊戲雖然一時成為主流，但早年那種會感動人心的遊戲，遲早會崛起。",80,118,23,7,76.66
"我認為遊戲題材沒有冒險就沒有創新，但老闆都是保守派的",81,73,52,16,76.47
"不早了 吃宵夜吧",82,107,22,7,75.86
"我覺得獸耳、獸角女主角超可愛！！",83,106,28,9,75.67
"我覺得有病兔兔超可愛的! :D",84,35,90,29,75.63
"能跨平台的遊戲非常吸引我",85,31,92,32,74.19
"我喜歡從電影、歷史、小說改編的遊戲。",86,3,139,52,72.77
"比起做遊戲，多角化經營是更重要的",87,130,8,3,72.72
"我喜歡大製作的 3A 級遊戲。",88,4,114,44,72.15
"我認為IAP類遊戲必須將核心玩法和經濟體制分開來看；核心玩法應鼓勵設計者發揮創意，然而經濟體制則是進化而來的產物，應保留市面上佳作的設計小幅優化，而不是打掉自己設計．很多專案沒看清這點，因此即使專案上市也無法賺到錢．總體而言，好玩但無法賺錢的遊戲對這個產業的發展是沒有任何意義的．",89,112,22,9,70.96
"我覺得台灣代理商很喜歡把抽扭蛋的機率調更低，這樣大大衰減想玩的玩家!",90,20,105,43,70.94
"亞洲市場主要問題在於使用者並沒有對於設計者的尊重,早期的小額購買(30/60/90)一款買斷遊戲本身已經是一個很好的機制,但在亞洲市場卻很常碰壁是件很詭異的事情,現在的商城模式基本上扼殺了大部分的獨立創作者生存空間",91,53,62,26,70.45
"我覺得台灣遊戲業有種想一步登天的感覺，而且玩家也是自以為品味高尚，一來一往造就了忽視基礎和鄙視粗糙作品的環境",92,67,57,25,69.51
"我認為""商品經不起市場考驗""賣的作的不好的爛貨，沒資格靠腰。",93,113,20,9,68.96
"我與其贊成、反對他人意見覺得還是趕快繼續把手邊的事情完成比較重要。",94,126,15,7,68.18
"我所認知的科技，是使用了名為「色情」的燃料所驅動著。 正所謂 H 無國界，一些日本知名遊戲公司早期也是以製作 H-Game 出世。 所以我們應該學習古人經驗，大家攜手一條心開發 H-Game ，藉此反攻大陸、征服日本，統一世界，為台灣遊戲界創造一條迎向光明的康莊大道！",95,66,53,25,67.94
"泡麵是獨立開發者的好夥伴。",96,46,67,32,67.67
"我有玩家用遊戲機的習慣。",97,1,132,65,67
"我覺得精細的細節比擁有很多可玩的內容更重要",98,52,59,32,64.83
"我相信童話珠珠的虛擬成就與實體商家做O2O結合，能改善社會，創造遊戲新價值。",99,117,11,6,64.7
"我認為『國產遊戲』這四個字已經開始變成一個負面的宣傳字詞了。",100,50,67,37,64.42
"好的遊戲與爛的遊戲只有一線之隔 ヽ(✿ﾟ▽ﾟ)ノ",101,98,29,17,63.04
"那個......晚餐吃什麼？",102,96,17,10,62.96
"「我要變更部份規格」",103,80,37,22,62.71
"我想蓋地下城比做遊戲快樂多了",104,120,11,7,61.11
"我認為政府要扶持遊戲產業的作法不應該是補助，甚至是不要做任何補助",105,86,31,20,60.78
"做能賺錢的遊戲,才能做自己想做的遊戲",106,30,85,56,60.28
"多人互動勝過一個人挑戰AI",107,59,49,33,59.75
"有小妹妹的遊戲都會紅，『拯救產業、愛用蘿莉』",108,75,35,24,59.32
"不論遊戲是原創還是抄襲，只要讓大家玩得開心，多人玩、討論高，他就是一款好遊戲 遊戲就是做出來給大家玩的，就算是原創有趣的遊戲 沒人玩沒人參與，那不過是一個藝術品只給懂得人欣賞 我覺得有玩遊戲的人，大部分不屬於深度玩家，不會在意是否抄襲還是原創，只會在意這個遊戲好不好玩，神魔之塔",109,105,21,15,58.33
"我覺得遊戲裡需要更多的蘿莉。",110,47,47,34,58.02
"我覺得...我覺得...什麼時候輪到我覺得啊?!",111,63,27,20,57.44
"日式電子小說是一種遊戲",112,131,9,7,56.25
"我覺得炎羅是個好人",113,61,26,24,52
"離線時還有收穫的遊戲比較吸引我",114,13,92,85,51.97
"炒飯還是得加醬油比較好吃",115,58,31,29,51.66
"我認為違反人性的遊戲無法養活開發者",116,102,15,15,50
"我覺得地城彈珠很好玩",117,26,44,46,48.88
"手機遊戲用單手玩的比雙手玩的還要吸引我",118,12,71,81,46.71
"我覺得 Thunder 很可愛",119,62,18,21,46.15
"我覺得貓頭鷹最聰明",120,72,21,25,45.65
"我覺得世界需要更多糞game",121,85,26,31,45.61
"勝率50:50的遊戲比砸錢就是贏家的遊戲好玩",122,129,5,6,45.45
"我覺得遊戲就該有蘿莉或偽娘",123,83,21,30,41.17
"比起遊戲，商業多角化更重要嗎？",124,25,48,71,40.33
"我喜歡網頁遊戲(web game)",125,94,18,27,40
"我覺得開發者都喜歡被滴蠟。",126,74,27,41,39.7
"我覺得代理國外的遊戲再中文化，通常比較精緻。",127,7,66,103,39.05
"我覺得年輕人都好天真",128,134,3,5,37.5
"大家來選里長吧！",129,95,14,24,36.84
"我覺得用商城模式收費的線上遊戲，比較容易上手。",130,6,51,131,28.02
"我認為只有空手道有留下來的必要",131,55,19,57,25
"一個好的遊戲，主角就該是大叔",132,103,8,25,24.24
"我喜歡偽娘勝過蘿莉",133,82,11,45,19.64
"我喜歡武俠世界觀更勝於劍與魔法的奇幻世界",134,11,31,148,17.31
"我覺得炎羅超帥的",135,60,8,51,13.55
