comment_body,id,idx,n_agree,n_disagree,percentage
"我覺得只要購買時驗證身分證字號及出生年月日及信用卡付款即可！不需只能超商取貨ㄧ種交付方式，這樣跟現行模式ㄧ樣並無差異，希望能開放宅配送貨到家，才符合現行網路購物之便利性。",14,17,103,11,90.35
"我覺得開放網路販酒能讓消費者有更多的選擇性，並利用網路頁面的介紹，使消費者更加了解酒莊的背景或該瓶酒的特色。降低消費者買到地雷的風險。",15,56,27,3,90
"我覺得，如果可以使用網路買酒的方式，將酒送至家裡。使用的人就比較容易是在家中，而非前往實體通路（如酒吧），反而可以減少更多間接的問題（如酒駕、滋事等）。 配合送貨人員的檢查，或者身分驗證，其實和現在超商賣酒意思是一樣的。",16,42,60,7,89.55
"只要把關得宜，網路賣酒是很好的事",17,27,88,11,88.88
"網路賣酒很不錯啊",18,30,78,10,88.63
"網路賣酒是很方便的事",19,24,91,12,88.34
"網路賣酒，國外已經行之有年，只要把關好，賣酒很好啊",20,28,83,11,88.29
"網路買酒立意良善，大家應該多支持",21,26,83,12,87.36
"我支持開放",22,19,95,14,87.15
"我認為科技的進步, 還有嚴格的管理, 品酒知識的普及可以讓台灣有更好的飲酒文化, 更節制與受文化約束的飲酒",23,52,44,7,86.27
comment-body,24,0,106,17,86.17
"我覺得限超商取貨超不方便，我平常上班根本沒時間、路邊停車也很不方便，希望能開放宅配到府，讓大樓管理員或餐廳幫忙代收比較方便！",25,38,72,12,85.71
"我覺得限刷卡超不方便，台灣的電子支付方式目前也很落後很多限制，對我來說用網路銀行、線上轉帳就超方便的，而且英、美、日本、香港也都開放很多元的付款方式！",26,37,72,14,83.72
"我平常有飲酒的習慣(每週至少1-2次)，我贊同網路販售酒品，是因為可以帶來更多的酒品選擇，且可帶動經濟利益。",27,12,113,22,83.7
"贊成用第三方支付可以確定是成年人，物流也行，只要送貨人檢查年齡即可，在超商還不是一樣可以買酒～",28,54,24,5,82.75
"限制超商取貨不是很有道理，其他終端送貨人員一樣可以做到身份驗證。",29,49,43,9,82.69
"網路買酒會員制! 賣家執照制! 針對商家與買家嚴格管理! 有出錯撤照, 取消會員資格!",30,47,37,8,82.22
"我覺得只要購買時輸入驗證身分證字號及出生年月日及信用卡付款即可！不需只能超商取貨ㄧ種交付方式，這樣跟現行模式ㄧ樣並無差異，希望能開放宅配送貨到家，才符合現行網路購物之便利性。",31,18,89,21,80.9
"我覺得只要取貨時，身分驗證夠嚴格，可以考慮開放貨到付款，不一定只限信用卡或電子支付機構付款。",32,5,126,30,80.76
"限超商取貨很不實際，因為酒的單價高，尤其是葡萄酒，我常常湊個半打(6瓶)就將近一萬多塊，超商能負保管責任嗎？",33,35,67,16,80.72
"我不喜歡在網路上透露信用卡資訊，不能開放貨到現金付款或是匯款嗎？",34,40,60,15,80
"應該不用限制付款方式",35,29,60,16,78.94
"若開放網路販售但同時又要規範未成年人不能買酒，建議規定網路平台將付費方式設定為「僅提供信用卡刷卡付費」，利用信用卡資訊並提供身分證字號來達到年齡控管的目的，而非開放貨到付款或是超商取貨。畢竟快遞人員或是超商店員並無法確實做到身分檢核的程序。與其如此，不如從源頭的網路平台著手規範。",36,57,18,5,78.26
"我覺得只要物流送貨員，可以驗證本人身分證件，就和到連鎖超商取酒一樣，能保護兒少安全。",37,4,124,37,77.01
"不要網路賣酒是圖利酒商的最好方式! 因為你永遠無從比較, 就像你去百貨公司地下街買酒一樣, 就像你去像X桶買酒一樣, 店員告訴你這支酒賣的多好多好, 他們獨家代理, 人工採摘多辛苦, 買回家上網查一下價格......... 天阿市價3倍!",38,51,35,12,74.46
"如取貨者與申購者不同一人時，取貨者還要出示申購者的身分證，我覺得這規定很不方便，就像實體店面只有管「誰來買」、管不到誰要喝阿，應該查取貨簽收人的身分證就夠了吧，不然真的很不方便!!",39,39,59,21,73.75
"我覺得上網買酒再到連鎖超商，驗證本人身分證件後取酒，就和直接到超商買酒一樣，能保護兒少安全。",40,3,108,39,73.46
"網路業者販售假酒較實體店面更加難以稽核，主管機關應該以比現況菸酒牌更嚴謹的條件核發網路販酒業者的販賣登記許可",41,33,55,22,71.42
"我覺得使用網購還要提供姓名、身份證字號跟出生年月日很不安全，之前網路詐騙新聞那麼多，我不喜歡提供個資給網路商家，難道不能在交貨時再簽收驗證年齡就好了嗎？",42,36,49,23,68.05
"我我覺得沒有限制的理由",43,61,21,11,65.62
"葡萄酒這麼重，為什麼不能直接送到我家，還得去超商杠回來，這不免讓民眾想到是政府讓超商有利益掛勾。",44,58,16,10,61.53
"買酒限制年齡: 酒駕的都超過18歲? 因為18歲以上才能考駕照, 不如18歲以下才能買酒, 因為這樣喝了酒你沒駕照開車? ""探討喝酒的年齡是沒有用的! 年紀越大你不會越有酒品! 只有本身去做出沒酒品的人受到懲罰與管理才是對的!!!""",45,50,21,14,60
"其實政府要從頭把關並不是什麼不能賣什麼能賣跟怎麼取貨付款和核對法定年齡問題，現在很多網路人頭帳戶，超商跟購物網都會針對個人帳號做評價分數給買賣雙方做參考，政府難道不能做到以後網路登記帳號來替代個人的第二個身份證管理嗎？因個資法問題網路店家不可能跟購買人要求確認法定年齡這部分",46,60,12,9,57.14
"開放好!! 但是要有限制年齡機制 還有只要曾經酒駕 或 喝酒打人鬧事 有案底的 不可購買  這需要警察局來幫忙提供資料 ! 不然有案底的人 在店面 認識的 可能就不會賣 ! 透過網路 只要年齡到 就可以購買 就有機會 借酒裝瘋鬧事....",47,45,30,23,56.6
"網路販賣酒品固然有其便利性 只是現今的網路法規並沒有非常完善 加上網路身份隱私很難規範 如果能規範賣家並使其要求消費者出示證明文件是個不錯的方式 只是並不一定會落實  買個煙也不一定要求拿生份證件 何況網路購物 事情有很多面向 擔心為有心人所利用",48,31,36,31,53.73
"我有品酒習慣(收藏酒)，要買酒前，習慣看到實體嘗試後再考慮購買。",49,14,41,37,52.56
"網路販售酒品，只對一般消費等級的酒精飲品有銷售利益，對於高價酒則無影響。",50,15,40,45,47.05
"買到假酒如何處理，問題一堆!!店面交易當面檢視可降低一些不必要的風險~~",51,55,12,15,44.44
"若網路開放販售酒品，也應相對徵收相關稅入，以控制酒品使用人口的攀升，或用以因應酒品導致的間接社會問題。",52,8,44,58,43.13
"我有賣酒的經驗。",53,1,37,49,43.02
"我從事物流相關工作。",54,2,27,49,35.52
"我覺得無論配套管控機制怎麼設，酒都不適合在網路賣，首先，有酒商執照的人才能在網路賣嗎？消費者如何驗證？任何人都能夠架網站啊。還有如何驗證貨品來源？很多網購甚至都沒開發票了，兒少問題反倒跟網購不直接相關。",55,6,40,89,31
"我不認為網路販售酒品可以增進民眾公共利益，網路販售酒品只對特定酒商和嗜酒人士有好處。",56,13,36,88,29.03
"網路空中化只怕開放後無法管制",57,20,29,84,25.66
"網路販售酒品將增加其易取得性，擔心酒癮或酒品使用問題會增加，間接使酒駕或因飲酒後衝動行為(如家暴等)問題的發生。",58,7,27,83,24.54
"酒商把擴張銷售平台的利益，用便利民眾的角度來包裝真是聰明的作法。自己賺錢，然後把社會問題丟給大家討論？",59,43,14,55,20.28
"我沒有使用酒品的習慣(僅婚宴節慶小酌)，我反對網路販售酒品，是基於酒品造成的社會問題。",60,11,25,103,19.53
"網路酒品販售，對社會造成的損害遠大於利益。",61,9,22,101,17.88
"我認為超商販售酒品已相當便利，不需要在網路開放酒品販售。",62,10,20,108,15.62
"酒駕會更猖獗 屁孩都可以買到酒",63,16,15,99,13.15
