comment_body,id,idx,n_agree,n_disagree,percentage
"科學的價值包含追求真實與破除迷信(謠言)兩部份，即使一件事無法證明為真，亦不妨害我們對顯然為否的論述提出駁斥",22,168,35,2,94.59
"與其花大錢買廣編，我更希望味全能脫離頂新的控制。",23,42,114,7,94.21
"抵制是消費者強烈表達不信任，不真的完全是產品品質的科學證據問題",24,126,78,5,93.97
"媒體應該要自覺多多協助弱勢發聲，幫助社會理解弱勢的處境。",25,182,15,1,93.75
"這世界的大大小小真相何其多，你選哪一個來挖掘，就是一種跟價值有關的選擇。",26,132,64,5,92.75
"我抵制味全為的是要懲罰頂新的欺瞞行為，味全在哪家媒體上登廣告都不會改變我的決心。",27,173,38,3,92.68
"我認為這次泛科學並沒有刻意說謊，掩蓋他們接受味全資金的事實。",28,49,113,9,92.62
"我認為泛科學要更加深入社會議題而提出科學或科技的相關討論",29,98,84,7,92.3
"乾脆泛科學可以弄個本次爭議事件各方意見歸納整理總集，讓各方意見得到公開，使真理越辯越明",30,150,60,5,92.3
"我認為泛科學同時身為科學社群平台性質，又兼具科學傳媒與新聞身分，應當兼顧教育推廣",31,141,59,5,92.18
"在事件爆發後，鄭國威一直站在第一線回覆大家的質疑與謾罵，沒有躲起來、或是冷處理，這點我會給予肯定。",32,115,80,7,91.95
"這次泛科學接的味全廣編案，並沒有刻意說謊，說出違背事實的內容。",33,50,79,7,91.86
"勞動條件好的記者，能生產出更好的報導。",34,11,146,13,91.82
"我認為類似""泛科學接味全廣編事件""而取消訂閱的行為，會促成個人社群網路的同溫層效應。",35,106,67,6,91.78
"價值判斷的主體在個人自身。",36,164,32,3,91.42
"我認為台灣網路媒體對收費模式說的多，做得少。",37,55,85,8,91.39
"記者就是知識分子，我期待記者負起知識分子「說真話」的責任。",38,184,21,2,91.3
"我認為泛科學相對其他媒體，受到比平均更高的社會期望水準",39,131,75,8,90.36
"我認同應抱持""一切懷疑""的態度, 但這個""懷疑""有應建立在""證據""與""事實""的基礎上, 這才是實事求是的態度, 也才有討論/辯論的共同基礎, 而不是無限上綱的懷疑與懷疑.  毫無證據的懷疑, 是浪費大家的時間.",40,154,46,5,90.19
"如果人們是因為牛奶有毒而抵制味全，我認為適時幫味全澄清也是媒體的責任。",41,30,135,15,90
"如果是好媒體，例如報導者，我願意定期定額贊助他。",42,54,108,12,90
"科學是一門懷疑的科學，但懷疑要拿出證據，有幾分證據說幾分話。",43,111,67,8,89.33
"科學兩字，背後帶有某種程度的公信力與客觀",44,133,73,9,89.02
"味全找泛科學進行廣編專案，目的並非為了破除似乎不曾發生過的毒奶傳言，而是為了洗白、淡化頂新的影響，進一步用泛科學的影響力提高味全的市場信任。",45,193,8,1,88.88
"我接受媒體有業配文的事實。",46,4,145,19,88.41
"在與科學有關的資訊/新聞/訊息/評論中，我認為泛科學編輯部在資訊品質的把關優於其他傳媒(不含專業學術期刊)。",47,71,76,10,88.37
"味全找泛科學做廣編的目的，才是真正需要去思考的。",48,162,38,5,88.37
"我想，應該切成兩個部分來說。 一、不管泛科學是甚麼機構，只要有人存在，就需要金錢運作，所以，對於泛科學選金主的部分，這個部分可以接受。但是，重點是，選了金主就是表態，這個無法推脫。 二、泛科學可以選金主，我們也可以針對我們的立場表達意見，這個，泛科學在選金主之前，就應該先考慮了。",49,189,15,2,88.23
"味全會找泛科學合作，是因為看重泛科學的權威效應。",50,94,82,11,88.17
"如果可以的話，無論傳統媒體或是新媒體，我希望媒體不跑廣編也能活下去。",51,0,149,20,88.16
"作為媒體，你拿哪個出來說、拿哪個出來做報導，就是一種立場和價值的選擇。",52,134,67,9,88.15
"我長期關注泛科學。",53,86,81,11,88.04
"媒體仍欠缺能收錢，又能被信任的機制",54,24,146,20,87.95
"黃哲斌提到的「反向置入性行銷」是非常嚴重的問題。",55,20,80,11,87.91
"泛科學事件不僅是對媒體操作的議題，也是對於科學定義想像的問題",56,143,54,8,87.09
"比起泛科學，我認為TVBS、聯合報、中國時報這些傳統媒體更糟糕。",57,31,118,18,86.76
"任何報導都要拿一條良知的尺來衡量有沒有過界。不過這把尺是用來避免報導侵犯到任何個人的權利，卻不是用來在傳播過程中剪掉你覺得會幫壞人說到話的資訊，那良知未免撈過界了。",58,159,38,6,86.36
"媒體應該慎選廣告業主，不是誰的廣告都接。",59,17,134,22,85.89
"媒體記者\編輯\作者經營科學內容網站具有一定閱聽者流量之後，就具有科學界身份、能代表科學界發言、具有科學界的話語權，而非擔任傳遞科學界訊息的角色。",60,197,6,1,85.71
"我認為支持泛科學的群眾有科學高傲角度，但反對泛科學的群眾也有理盲狀況，兩方人馬兩種態度或多或少併存",61,129,64,11,85.33
"分眾媒體也該懂得妥善處理大眾議題，以免分散焦點。",62,195,11,2,84.61
"如果泛科學的影片上能全程加上受味全贊助的文字，會更好。",63,19,119,22,84.39
"我覺得現在的泛科學比較像是科普作者與讀者互動的社群",64,73,64,12,84.21
"比起泛科學，我更討厭中國時報在報導只挑選自己喜歡觀點的行徑。",65,10,136,26,83.95
"我認為接受客戶委託作專案，只要充分揭露，內容不受左右，是可以的。",66,110,77,15,83.69
"正是因為台灣媒體早就爛掉了，爛到商業廣編稿跟正常記者發稿都混在一起，放在同一個版面，因此人們才對比較新的媒體有高度期待。",67,128,55,11,83.33
"要求媒體不接廣編就是在高舉不可能做到的社會責任大旗，是非常不負責任而且沒有社會責任的行為。",68,36,99,20,83.19
"所有的媒體就像是有機體，因此也會面對類似天擇的篩選。如果泛科學的「生態區味」空出來了，也會有別的有機體填補進去。",69,175,24,5,82.75
"這次的採訪影片並沒有增加頂新的正面形象",70,112,65,14,82.27
"當一篇稿件的後設內容被註明是「廣告」的時候，媒體需要為這稿件負的責任，並不同於沒有註明的時候所應負的責任。",71,120,72,16,81.81
"在高牆和雞蛋之間，我們要盡力站在雞蛋這一方。",72,180,9,2,81.81
"媒體經營非常困難，即使英美一線媒體都必須拉下臉，拿內容去做換錢，因此，只要有誠實揭露，我很難以此苛責台灣的網站。",73,28,111,25,81.61
"我會理性看待每篇報導，泛科學對於作者群也沒有強制力，因此就算泛科學幫味全廣告，我也會看泛科學作者群的文章。",74,174,31,7,81.57
"媒體業務與採編必須切割",75,22,99,23,81.14
"如果媒體活不下去了，做一點廣編我可以接受。",76,1,116,27,81.11
"頂新和味全的事情應該先看科學証據和專家說法 而不是流於只聽公知們的意見",77,158,51,12,80.95
"媒體作為社會公器，應該慎選報導對象與內容",78,16,128,31,80.5
"泛科學這一次的「業配文」，只傳達給讀者「林鳳營牛奶是正常牛奶，沒有問題」的概念，並沒有提倡「大家快去買」或是「請停止抵制」。",79,114,61,17,78.2
"媒體的社會責任，是基於自身判斷，為閱聽人篩選製作資訊。",80,40,92,26,77.96
"我覺得不是不能接頂新案的問題，而是泛科學可以做得更加""沒爭議""",81,72,76,22,77.55
"這次泛科學接的味全廣編案，並沒有刻意說謊，說出違背事實的內容，但我不確定泛科學是否有有隱瞞事實。",82,206,10,3,76.92
"反頂新的人不會因為泛科學的這篇文而不反 因為根本不是牛奶的問題 是對頂新不爽的問題 而且看當初的聲明，泛科學也清楚後續可能發生的爭議 不覺得泛科學是真的為了錢，為了替味全做擔保而推出此企劃",83,108,52,16,76.47
"這次泛科學的事件受到矚目，是因為很多人相信科學有權威，也相信媒體有權威。但是相信權威本身就是種錯誤。",84,172,26,8,76.47
"如果業主不是光泉，也不是義美，而是其他品牌鮮乳，群眾能夠因此理性看待這件廣編",85,147,45,14,76.27
"我支持抵制味全，因為頂新是味全的大股東。",86,29,125,39,76.21
"我認為群眾募資來跟泛科學合作「頂新毒油」的廣告案是個好主意，如果不會被告的話。",87,61,83,26,76.14
"身為科學傳播平台，假若泛科學主力攻擊味全毒奶的傳聞，不但不奇怪，反而可以說是份內之事。",88,119,57,18,76
"科學不等於客觀與中立的真相",89,130,61,20,75.3
"我覺得與其專門做科學新聞媒體，不如提升整體媒體處理科學新聞的品質。",90,57,77,26,74.75
"泛科學身為媒體，應該瞭解到林鳳營乳品僅為頂新食安議題的其中一小角，若只挑其中一部分來報導，不論這一部分寫得多真多深入，都難免有協助轉移焦點之嫌。 我期待泛科學對整個頂新爭議有更深入的系列報導，且角度不僅僅是自然科學，也應包含社會科學。",91,145,53,18,74.64
"身為科學傳播平台，泛科學有理由避免的，應該只有「以違背科學精神的方式，來提昇味全的形象」。",92,118,55,19,74.32
"誠實揭露讓我更信任泛科學",93,116,60,21,74.07
"雖然味全不代表頂新，但泛科學應知道味全與頂新關連與社會觀感，慎重考慮合作的可能性",94,44,94,33,74.01
"去，你，的，科，學，歸，科，學。",95,188,14,5,73.68
"我覺得泛科學作這樣的專案，有在暗示抵制頂新的人有許多搞不清楚狀況。",96,58,80,29,73.39
"此次事件可看出台灣有不少民眾依然不懂：「知道越多，所以不知道的越多。」這個道理。",97,104,51,19,72.85
"很多事情並非知識邏輯正不正確的問題，而是態度問題",98,27,112,43,72.25
"泛科學沒有理由刻意避免提昇味全形象",99,25,93,37,71.53
"很多事情並非知識邏輯正不正確的問題，而是戰不贏只好說他態度有問題，藉此來掩飾自己知識邏輯不正確的事實",100,156,35,14,71.42
"媒體接廣編業務，會擴大財團的影響力，從而造成財團與弱勢之間話語權的不平等。",101,181,10,4,71.42
"我不會退訂泛科學，是因為目前我還沒有找到可以替代泛科學的科普網站。",102,208,5,2,71.42
"泛科學這次的事件，可見他們對於科學知識與社會政治的纏繞缺乏認識；換言之，他們缺乏對人文社會科學的敏感度。",103,166,32,13,71.11
"可以接受味全的合作案，但為了避嫌，泛科學應當積極爭取(而不勉強)其它鮮乳業者的報導或訪問",104,63,65,27,70.65
"要發表任何事，都不能建立在謊言上，這絕對是最基本要求。  要抵制味全鮮奶，可以用各種理由：是頂新子公司、當年解散味全龍、喜歡統一(鮮奶)、不喜歡五紅丸…  但是如果要指控「頂新毒奶」，一定要有科學證據。  如果沒有證據就散播「毒奶」的人，這種卑劣的靈魂一定會被打入修羅地獄。",105,185,12,5,70.58
"我是泛科學的「粉絲」。",106,88,59,25,70.23
"廣編、置入性行銷，其實就是拿閱聽人對媒體的信任來換錢。",107,109,59,25,70.23
"即便林鳳營鮮乳品質有泛科學支持，即便其目前未被政府相關單位檢測出問題，我對於其作為一項食品仍無法感到放心。 因為： 1. 廣編是收錢做的，我不知道報導是否偏離真相。 2. 我對政府的檢測無法全然放心，我不知道頂新的政商關係多深厚。 對頂新的不信任感，終究戰勝了對泛科學的信任感。",108,135,42,18,70
"媒體網站記者\編輯\作者經營科學內容網站，進而認為自己具有科學家身份可以代表科學發言，是無可救藥的大頭病發作了。",109,205,7,3,70
"我認為頂新豬油案的「一審無罪」判決有很大的問題。",110,101,44,19,69.84
"泛科學編輯群前往味全做調查的時候，因為早有通知，當然不可能找出什麼問題。",111,103,53,23,69.73
"泛科學接的廣編案只有處理乳品的科學，我可以接受。",112,8,103,45,69.59
"媒體沒資格說甚麼「科學歸科學、社會歸社會、政治歸政治」。",113,39,89,40,68.99
"許多人抵制味全從來不是認為牛奶有毒。 一些自稱科學人的前提就已經錯誤！  有非常多的人抵制的原因是： - 要逼頂新離開味全 - 不爽錢給頂新賺 - 要讓頂新離開所有在台灣運作的企業！  佐證？請大家看看罵PanSci的言論理，有哪些是在罵：你騙人啦，牛奶怎麼可能沒毒",114,186,11,5,68.75
"泛科登這個廣告的受眾是造謠林鳳營毒奶以及對這個謠言半信半疑的人，而這些人裡頭的前者很可能是理盲。不認為他是毒奶的人不能因為自己不是這個廣告的受眾，或這個廣告無法解答自己的問題就說這個廣告不應該存在。",115,90,46,21,68.65
"PanSci 被罵翻，問題不在於牛奶驗出來的結果。而在於PanSci 配合味全演出一場戲(無論有心或無心)，以科學調查名義，導致社會議題被扭曲。 如何扭曲??? 當多數人都認為問題根本不在於味全牛奶的時候，為何要陪味全打這個假球，去驗證牛奶，讓人誤以為：抵制味全只是因為牛奶有毒？",116,187,13,6,68.42
"我不喜歡或否定這次泛科學在味全廣編事件的表現，但這不影響我對泛科學既有文章或作者的評價與閱讀動機。",117,105,50,24,67.56
"我願意每個月支付新台幣50元 (或以上)的金額支持泛科學",118,48,54,26,67.5
"討論泛科學前, 必須要先討論科學是什麼",119,140,39,19,67.24
"如果泛科學真的很在乎林鳳營乳品的相關謠言，而要以科學方法破除，不收錢也能做。",120,155,43,21,67.18
"泛科學成立旨在提供大眾科學知識與新聞。應在用字遣詞上與文章生產的策略上，盡可能淡化筆者本身對於科學的執著與熱情，節制對科學謬誤的厭惡情緒。",121,196,4,2,66.66
"在科學的客觀理性之前，泛科學仍然是一個傳播媒體，因此行為必須符合媒體倫理。 接受味全資金下的檢驗，即使宣稱多麼客觀中立不偏私或明確表達受資助， 依然無法擺脫其是「原生廣告」的性質。 更遑論標明受資助與內容客觀中立之間並無絕對關聯， 泛科學的勇於回應並未包含對自身媒體倫理的檢討。",122,170,21,11,65.62
"我覺得鄭國威底下的留言回應，無法帶給網友正面價值與認同",123,95,38,20,65.51
"泛科學不是不接味全的案子就會倒，所以他有餘裕慎選，但他卻沒有。",124,14,87,46,65.41
"我覺得泛科學這次的行銷計劃並不成功　把科學問題弱化成為產品行銷問題",125,117,47,25,65.27
"我認為鄭國威的發文事實上迴避了媒體倫理的問題",126,15,82,44,65.07
"反正都告訴大家味全贊助了，會不會相信該報導，大家心裡的尺就不用爭論了",127,107,48,26,64.86
"泛科學採訪味全，就會給他們版面，給他們能見度，增加味全在社會上的信用。",128,37,83,45,64.84
"我認為泛科學在科學或科技的相關討論要加重道德或倫理的觀點",129,99,57,31,64.77
"我認為泛科學出來做的解釋，迴避了對於媒體倫理的質疑。",130,38,72,40,64.28
"對內容的理性批判科學人不會反對，反對的是從一開始就否定這類廣告應當存在的說法。",131,89,39,22,63.93
"今天我認為泛科學最大的問題，在於並沒有意識到科學與社會問題之間在本質上的差異。",132,124,46,26,63.88
"我認為相較起媒體公司，目前的泛科學比較像是社群平台。",133,70,67,38,63.8
"泛科學的影片上一開始就標明「這是廣告」‬，影片結尾又打上「本企畫由味全贊助」，已經盡了媒體的責任。",134,81,66,39,62.85
"消費者抵制的行為是因為背後的頂新並非奶品本身有問題消費者要的是兩者切割 所以妄想從證明自家產品沒問題就想回避消費者的核心要求就是跟頂新切割 那無疑是緣木求魚更甚者連接這案的都惹的一身腥自身招牌還被汙染",135,148,35,21,62.5
"我覺得針對牛奶去做調查是好的，泛科學藉由這次機會讓我們知道有多少理盲濫情的民眾。",136,75,65,41,61.32
"「人們說『做科學實驗就是在幫味全背書‬』的理由是不科學思維的，所以科學家無法了解」這句話不能拿來解釋鄭國威的回應，因為鄭國威是媒體人，他不能不懂大眾心態。（同意/不同意請針對最後一句話）",137,178,11,7,61.11
"我覺得現在的泛科學已經商業化了",138,74,60,40,60
"現在看起來更像是反林鳳營者不甘放棄造謠者帶給自己所贊同意識形態的利益，而這種目的論取向的策略恐怕也是值得細細檢視的。",139,91,49,33,59.75
"我覺得這次廣編的品質堪憂，比之前蟑螂動畫還要差，也許折損了未來金主的興趣",140,146,31,21,59.61
"就算原本沒有替味全洗白的意圖，但若是報導確實造成味全被洗白的結果，那就是媒體應當負起的責任。",141,85,53,38,58.24
"泛科學這次應該採用「科學儀器　徹底檢查生產過程」發揮「泛科學」的屬性　製作影片出來讓大家服氣",142,138,33,24,57.89
"林鳳營鮮奶的重點不在於鮮奶，而在企業的命題，所以若是以科學的角度去分析，應該是去分析""企業這個產品""，而不是""鮮奶這個產品""，也就是企業這個產品的出包率多少(含營業額、市佔率)，以提供我們用更中立觀點去決定是否給企業機會，所以出錢妥託的應該是企業公關部而非鮮乳的行銷預算，哈哈",143,176,11,8,57.89
"廣告這樣的形式受太多限制，能產生多少澄清效果令人存疑，但味全花了錢沒達到效果，對反頂新/味全者反倒是應該慶賀而非譴責。",144,92,37,27,57.81
"以「媒體責任」來譴責泛科學此次的味全採編並不恰當",145,26,86,63,57.71
"現在媒體產業很嚴苛，我不忍苛責接廣編這件事情。",146,33,69,51,57.5
"我認為要看完所有事件相關資料以及懶人包，才有資格發表言論。",147,93,45,35,56.25
"我認為泛科學與味全的合作案是在檢視粉絲對泛科學的「信任」",148,64,64,51,55.65
"PanSci 科學新聞網技巧性地迴避媒體應該有的義務。",149,23,76,61,55.47
"如果我是泛科學的編輯，我不會接味全的廣編。",150,65,57,46,55.33
"我認為泛科學因為這次的廣告事件，有義務做出對頂新企業而不只是牛奶的平衡報導。",151,56,52,43,54.73
"如果泛科學的廣告立意真的有什麼錯，泛科學在這裡要為「廣告」負的責任也不是媒體責任，而是「他們居然跑去和味全合作」這件事情，他們必須因此和味全的利益捆綁在一起。",152,122,37,31,54.41
"我認為媒體接哪間公司的廣告編輯，就是那間公司的價值。",153,2,74,63,54.01
"我認為泛科學這次幫助了味全，讓社會討論焦點轉移到牛奶是否有問題。",154,67,62,54,53.44
"媒體一旦拿了錢，立場就會不中立。",155,51,55,49,52.88
"比起傳統媒體，我認為應該對新媒體有更多要求。",156,9,84,79,51.53
"我曾有過科學傳播（科普文、科學教育、科學表演、科學繪本）等經驗",157,139,24,23,51.06
"消費者會在社群網站上說味全林鳳營是「毒奶」屬於一種政治言語，並非指實際食品的成分有毒，而是這間公司的股東內有毒害台灣人的頂新。",158,194,5,5,50
"泛科學這次明確地站在一種「科學人厭世」的立場裡頭",159,204,3,3,50
"泛科學雖然沒有隱瞞廣告業配的事實，但是我已經不知道泛科學有沒有隱藏其他事實。",160,212,4,4,50
"頂新毒油連帶增加我認為林鳳營鮮奶有添加不法物質的可能性",161,136,38,39,49.35
"如果我是泛科學成員，雖然知道我可以公正不藏私的報導介紹，但基於社會觀感，我會選擇不接受此案",162,152,29,31,48.33
"泛科學的活動應該兼顧社會觀感",163,142,26,28,48.14
"當科學實驗變成背書秀, 泛科學就成了娛樂業.",164,171,18,20,47.36
"我認為泛科學常常端出「科學」作為尚方寶劍，並顯露出一種「我才是真理」的高傲態度。",165,125,34,38,47.22
"如果用動畫穿插採訪廣告，是否會有更好的呈現效果？",166,76,23,26,46.93
"我認為泛科學接受味全廣編，將營利置於讀者的信任之上。",167,62,48,58,45.28
"我能理解並認同總編輯的觀點",168,163,24,29,45.28
"我覺得泛科學已經揭露有收味全錢的事實，已經做的很好了，不必再苛責",169,18,61,74,45.18
"頂新目前檢察官拿出來的証據非常薄弱 所以為這樣說頂新是毒油再進一步抵制味全 並且說泛科學有問題  這不過就是鄉民廉價的正義",170,157,26,32,44.82
"我曾有過媒體傳播的經驗",171,137,25,31,44.64
"我覺得泛科學有必要為了自己的聲譽與點閱率，而避免與味全（或頂新相關集團）合作",172,87,40,50,44.44
"這次的問題在於 很多人沒有辦法接受頂新不是毒油的事實   這問題在於有先入為主的偏見 (另一個常見偏見就是頂新 20 年前的毒油案)",173,161,20,25,44.44
"泛科學這次出賣的是自己的信譽",174,127,30,38,44.11
"我是因為恨鐵不成鋼才批評泛科學。",175,47,47,61,43.51
"頂新 ≠ 味全 故 替味全做廣告的泛科學 ≠ 挺頂新",176,96,30,39,43.47
"媒體收了廣告主／贊助商的錢，即使不明著說好話，總也不能說壞話。",177,52,47,63,42.72
"泛科學選擇了和頂新（的錢）站在一起",178,153,26,35,42.62
"覺得泛科學這件事件，這不是道德問題(新聞媒體倫理)，也不是科學事實問題，而是行銷策略不佳。",179,32,53,79,40.15
"「泛科學收錢幫林鳳營澄清」其實沒什麼問題",180,100,36,54,40
"總編輯的公開聲明，對這起事件帶來泛科學的正面效應？",181,84,24,37,39.34
"https://www.facebook.com/photo.php?fbid=10153544146501555&set=a.428427126554.215515.547126554&type=3&theater  這討論串主編的回應，讓我改變了對泛科學的印象",182,144,9,14,39.13
"我認為調查兵團企劃過快也過早，使得民眾情感上不容易接受，應該晚點再做",183,123,17,30,36.17
"我認為泛科學的文章必須要有第三者審核機制",184,102,32,59,35.16
"UDN也接了不少廣編，因此在UDN工作的人沒有資格質疑別的媒體不該接廣編。",185,79,33,62,34.73
"無論是油沒定罪，牛奶也無法被證實有問題，那麼群眾是否就沒有理由攻擊頂新，這次也不應該攻擊泛科學這平台。",186,83,30,57,34.48
"我支持抵制頂新的行動，並且認為泛科學站在對面的立場。",187,45,41,80,33.88
"如果我是泛科學，而且下個月就發不出員工的薪水了，我還是不會接味全的廣編。",188,66,30,60,33.33
"記者只要科學文章寫多了，就可以自認是科學家了。",189,190,3,6,33.33
"我曾經在媒體業工作過。",190,68,31,65,32.29
"我無法接受跟味全合作的任何公司。",191,5,51,110,31.67
"泛科學和味全的案子是科學和理性的鬥爭",192,160,17,37,31.48
"一旦有利益(ex : 金錢)上的交換，就沒有真實。",193,80,26,62,29.54
"我覺得泛科學應該積極避免＂頂新＂這個地雷，以維護既有正面形象",194,121,23,55,29.48
"我不認同泛科學接味全的這次廣編案，因為不應該讓味全有版面空間。",195,7,43,107,28.66
"泛科學為頂新架設理性舞台，就是在阻礙社會懲罰魏家",196,21,44,114,27.84
"如果廣編的業主改成義美，我會改變對此事件的看法",197,41,37,100,27
"我無法認同「抵制味全就是教訓頂新」。",198,97,23,64,26.43
"我很高興聶永真團隊和蔡英文合作，但他和7-11合作我就有點失望。",199,35,24,80,23.07
"我認為泛科學的內容經過充分查證，可以100%信任。",200,60,21,83,20.19
"我懷疑泛科學在這次的專案中有掩蓋或扭曲科學事實。",201,59,18,78,18.75
"我無法接受有業配文的媒體。",202,6,27,120,18.36
"泛科學拿了味全的錢，也就是拿了頂新的錢，基於抵制林鳳營的理由，我也會開始抵制泛科學。",203,34,24,110,17.91
"媒體編輯\記者\作者可以用「我不是記者、我是科學家」的身份撰寫報導。",204,192,2,10,16.66
"泛科學根本不缺錢但就是故意要接味全的案子，令人不禁懷疑這一切都是鄭國威先生的媒體實驗，一次發洩各種肚爛。",205,209,1,5,16.66
"其實泛科學有沒有收錢並不重要，只要幫味全說話就是錯",206,165,8,51,13.55
"討論泛科學拍攝林鳳營的時候不先討論內容正不正確，而是先討論立場，這樣對社會正向風氣有幫助？",207,177,2,14,12.5
"打上「廣編特輯」之後，媒體就不需要為社會觀感負責。",208,198,1,8,11.11
"泛科學幾乎完蛋了　不久之後就會關門",209,167,5,42,10.63
"打上「廣編特輯」之後，媒體就不需要為良知負責。",210,199,1,9,10
"打上「廣編特輯」之後，合作的對象是誰，對媒體而言完全不重要。",211,200,1,10,9.09
"媒體從業人員只要是經營科學內容，就可以代表科學界發言。",212,191,1,12,7.69
"打上「廣告編輯」後，媒體就不用為內容的正確性負責。",213,82,3,106,2.75
