comment_body,id,idx,n_agree,n_disagree,percentage
"我認為台灣國際動畫影展應該再重新舉辦，因為透過不同國家的作品觀摩及創作者交流，可以拓展未來動畫產業發展的視野。",21,79,6,0,100
"政府應立法積極保護文化古蹟，避免在申請為古蹟的行政過程中，被持有人強制拆除",22,23,56,1,98.24
"我認為文化部應配合新版《文化資產保存法》之修法，積極邀請各地文資團體、工作者、學者專家以舉辦工作坊等形式，進行相關子法修訂之實質民眾參與，以求未來新版文資法體系能確實回應文化資產保存實務迄今所面臨之問題。",23,19,51,1,98.07
"文化部於新版《文化資產保存法》爭取三讀通過期間，應主動分區邀請各地文史團體、工作者及學者，以辦理子法修法暨新訂工作坊等形式進行實質充分的民眾參與，已求新版文資法規體系可充分與時俱進、回應文化資產保存迄今的實務問題。",24,18,48,1,97.95
"我覺得文化部應該將管轄內數位典藏，如藝術品、影片以及文學作品在不侵犯著作權的前提下開放給大眾存取。",25,16,41,1,97.61
"我認為文化部應積極爭取於《國土計畫法》、《區域計畫法》、《都市計畫法》等空間法令中納入有關主題性或地域性有形/無形文化資產群之整體保存維護相關機制，以解決目前文資法偏重單點而非群體文化資產保障之問題。",26,20,41,1,97.61
"文化資產保存法對於古蹟的所有權人,使用人與管理人的權責劃分不明。特別是過度要求古蹟所有權人應負擔相關的管理維護責任與義務，導致於真正應該要建立管理專業體系的管理人員被刻意忽略與萎縮其功能。強烈建議政府應將古蹟的管理維護專業體系獨立，提高持有準古蹟的所有人的保存意願。",27,28,37,1,97.36
"我願意在《國家人權博物館》籌備過程裡，分享各族群先人的記憶。",28,8,36,1,97.29
"我覺得政府應該致力於創造生活中的文化環境，而不是補助已經受到媒體關注的知名文化人。",29,3,61,2,96.82
"還有請別再花錢蓋園區了，遊戲開發團隊並不缺辦公室，也不缺技術。我們只缺可以維持基本生活開銷的資源，以及更多與國內外做商業連結的機會。文化創意產品的發展，需要用網路世代的的思考模式來建立，拋棄台灣的疆界，把觸手觸及到更廣更遠的世界諸國去。",30,34,29,1,96.66
"我願意進一步瞭解《文化資產保存法》如何在各地落實。",31,6,53,2,96.36
"我覺得文化部各補助案評審過程應要開放，以示公平。",32,12,51,2,96.22
"我認為文創推展應與智慧財產權一同發展，才能保障創作者生活。",33,17,51,2,96.22
"我覺得文化部長應該要跟下屬溝通清楚核心價值與施政理念，並進行必要性的教育訓練來motivate related staff，才能夠更精準、迅速執行政策。",34,37,20,1,95.23
"我認為文化部應該要協同各部會，改善現今公部門的公關影片缺乏美感，且因受採購法限制，導致素質廉價的狀況。再此舉觀光局為例，文化部可和觀光局協力企劃對外觀光宣傳影片，使用台灣優秀團隊製作，達到宣傳的目的，同時也扶植影視人，且不只要看見多元族群，更要有性別意識，不要只從白人視角來拍攝。",35,52,19,1,95
"我覺得文化部應該理解文化創意產業的技術部分，並予以推廣普及。",36,11,37,2,94.87
"我認為台灣文創沒有厚度，此時所建立的文創商品，是沒有文化所累積的厚度，只是個商業模式而已；在推動台灣文創時，希望可以透過文化所衍生出來，再利用設計去提高質感，而不是只是口號而已",37,45,18,1,94.73
"我覺得文化資產保存，本身就應該視為重大公共建設，而不是屈居在經濟建設之下。",38,5,52,3,94.54
"國家表演藝術中心轄下之各場館，場地申請與節目演出評審，應本於公法人服務全民之精神，納入一定比例之公民代表，所有評審過程、會議與發言記錄，也應於一定時限後公開接受社會公評，避免個別人士掌控此體系、利用評鑑制度排擠他人、壯大自己，也期此措施能改善目前幾大山頭林立、近似黨爭之亂象。",39,48,17,1,94.44
"我覺得用10分鐘簡報決定補助計劃過於草率，且不應該採用統問統答方式",40,29,33,2,94.28
"對於文化的推廣固然重要，但在其之前的保存與傳承兩個層面，台灣做得極差。",41,40,16,1,94.11
"其他國家的文化部門都有根據過去的資料、數據、研究與未來趨勢規劃5年文化施政的策略計畫(strategic plan)，文化部文化施政的根據在哪？",42,44,14,1,93.33
"我願意參與接下來的全國文化會議，參與制訂《文化基本法》。",43,7,39,3,92.85
"文化部應給保存文化資產的建物所有權人更多法律上保障與後續管理維護空間，不應只用容積移轉方式來潦草帶過，而是積極協助建物所有權人來進行文化資產的管理維護!",44,26,37,3,92.5
"探討文資保存的同時應同步討論創新運營模式。",45,39,22,2,91.66
"文化部各項補助與團隊補助，也應納入一定比例之公眾代表，並且所有評審過程、會議與發言記錄，應於一定時限內公開接受社會公評，避免個別藝術家利用評鑑制度排擠他人、打壓不同意見的藝術家、形成王國，也避免再延續大者恆大，小者無法生存的困境。",46,49,10,1,90.9
"對於文化資產的修復應公開修復細節與對歷史研究的討論，並讓市民或相關團體能參與修復過程並監督!",47,27,47,5,90.38
"我認為文化產業不能指望政府永久的補助，為了文化的永續發展，應商討該如何升級文化產業以獲取更多支持資金，例如日本的動漫文化產業，既帶動日本觀光，也帶來很多週邊產品的販售。",48,21,46,5,90.19
"國內遊戲產業正面臨前所未有的危機。遊戲開發者們想要從文化與原創的角度去發展遊戲，但是我們極度缺乏資源。掌握資源的產業大老與高官們，卻只做行銷與代理，或任憑資源非常豐沛的中國遊戲廠商們用難以想像的龐大資金侵占台灣所有行銷管道。",49,32,27,3,90
"新一代美術創作者在沒有文化教育的觀念下，幾乎難以生存，更別說城鄉落差過大的地區，即便各項補助計畫或創業計畫也無法落實扶持讓創作者能夠創作及生存的機會。",50,35,26,3,89.65
"我覺得文化部應將重點補助項目改為常態申請，而非開獎式的一年一次。",51,14,43,5,89.58
"我覺得文化部應說明清楚有關產業策略的規劃，並加強做好基礎研究，以供高層在做決策時能夠至少考量到數據、趨勢，而非直覺和主觀經驗來引領下屬。可以是一個planner and supervisor的角色。",52,36,16,2,88.88
"既然部長是念哲學的,我認為應該也幫助哲學這個學科和產業在台灣的能見度. 而且哲學應該能夠統理文化,幫助台灣找到自己文化的出路.",53,55,8,1,88.88
"我覺得文化部補助案成果需要開放受公評，以確保績效。",54,15,47,6,88.67
"我是台灣的遊戲開發者。我希望文化部可以確切認知到遊戲產品的本質，乃是藝術文化的內容與資訊互動科技的結合。",55,31,23,3,88.46
"國家表演藝術中心轄下之各場館，場地申請與節目演出評審，應本於公法人服務全民之精神，納入公眾代表，並且所有評審過程、會議與發言記錄，應於一定時限內公開接受社會公評，避免各別藝術家利用評鑑制度排擠他人、壯大自己，改善目前幾大山頭林立之亂象。",56,47,15,2,88.23
"文化部應在地方政府對文化資產不作為時積極介入保護文資，落實文化資產保存法101條，必要時對私有文化資產動用徵收權力，確保文化資產得以被保存!",57,24,35,5,87.5
"現在的文化預算過低",58,62,7,1,87.5
"文資保存部分，對台灣各級地方政府，對文資保存法條的各自解讀、冷處理＆各種便宜行事的態度，中央主管機關有何辦法？ 台北市文資審議會的開放，是否可擴及全台？審議委員是否該建立審核制度＆遴選制度？ 如何避免球員兼裁判？",59,72,7,1,87.5
"我覺得文化部應該減少硬體（如xx館）的建設輸出。",60,10,34,5,87.17
"文化部更應積極保護私有文化資產，對於地方政府與地方勢力掛勾侵害文化資產之事應予以懲處與介入管理!",61,25,40,6,86.95
"我覺得文化部可以鼓勵引進科技新創企業平行化的溝通方式，加速辦事效率。",62,38,20,3,86.95
"文化部必須要審慎評估外來資金對於國內文化創意市場的傷害與衝擊，並且以適當的資源扶持微型文化創意企業有機會與國內與海外市場(歐美日東南亞中)做連結。而由於遊戲產品性質特殊，同時具備文化與科技的內涵，因此更需要與經濟部攜手共同維持台灣遊戲開團隊的良好環境。",63,33,24,4,85.71
"文化部的角色是技術幕僚,所以應該研究,發展,制訂具整合性的短,中,長期的文化政策.",64,71,6,1,85.71
"我有參加過古蹟、歷史建築、文史聚落的保存活動。",65,1,44,9,83.01
"國內目前各大文創園區，其內涵不外乎老屋活化、辦展覽、辦活動、辦演講、開餐廳賺租金，是否能夠更明確區分彼此特色與定位？例如以推廣傳統手工產業為主、以介紹台灣文史為主、以介紹台灣服飾為主之類，讓不同文化園區區隔更明顯？",66,43,14,3,82.35
"過去在文化部擔任獎補助案承辦人，我要問為什麼我們的各種獎補助辦法不能用一般人看得懂得白話文寫，申請者需要繳交的文件不能用條列式的方法詳列？為什麼和核銷程序沒辦法像國外那樣有SOP，更沒辦法線上化，以致於要消耗掉申請者與機關內部大量的人力來回審查退件補件的，對於申請者也是一種折磨。",67,46,14,3,82.35
"文化資產維護費用龐大，但是政府的預算始終無法滿足，究竟要如何增加財源？對於願意對外界開放的文化資產，是否可以公益彩卷等其他財源來補助經費，所謂容績移轉對大部份私有古蹟所有權人來說，只是一塊看得到吃不到的肥肉，缺乏誘因。",68,50,12,3,80
"關於國內閱讀風氣不佳，除了電子產品佔去民眾日常生活太多時間外，中產階級赴海外工作導致購書人口減少、經濟低迷導致購書意願下降或改買二手書、求學階段對讀書倒盡胃口可能都是原因之一，在「求學階段對讀書倒盡胃口」畢業後不再願意閱讀，文化部是否能夠與教育部共同努力改善？",69,42,14,4,77.77
"我有藝術（文學、戲劇、繪畫、音樂、舞蹈、雕塑、影像…）的創作經驗。",70,0,36,11,76.59
"我覺得文化部應該與經濟部權責劃分，避免政策擱置或者重複推廣。",71,13,32,11,74.41
"我有動漫、影劇、媒體等文化產業的工作經驗。",72,2,29,10,74.35
"我覺得排灣古調結合國歌，是發揚臺灣多元文化的好例子，未來可多朝這個方向發展。",73,4,28,12,70
"文化創意產業，是三種不同方向的領域。如何比面多頭馬車情形一再發生的慘劇？ 是否該建立三種方向的提案申請、審核機制？",74,76,6,3,66.66
"文資法的修訂應廣納各領域產官學界專家的意見,同時應該有一章針對原住民族的文化資產保存.",75,77,4,2,66.66
"對於假文創氾濫的情況下如何使真正的文創工作者可以獲得資源?",76,82,3,2,60
"當然要花錢補助已經成熟的商業團隊　這樣子結案成果才會漂亮　公務人員可以對立法委員解釋　每一分錢都花到刀口上了",77,60,6,6,50
"我覺得文化資產常常自己燒掉　會是在半夜拆掉　都是合理的　因為根本「不值得」「不划算」",78,58,3,7,30
"當然要花錢補助已經成熟的商業團隊　難道公務人員補助不知名的藝人　難保不會被罵圖利他人　私相授受",79,61,1,6,14.28
"我覺得文化資產都是賠錢貨　趕緊拆掉　蓋成商業價值高的建築物這樣子比較好",80,57,1,15,6.25
"台灣根本不應該保留歷史建築　只能花錢不能賺錢　要看古蹟不會去日本戶去歐洲看啊　在台灣只會看到破破爛爛的建築物而已",81,59,1,15,6.25
