"comment_body","id","idx","n_agree","n_disagree","percentage"
"我覺得現在的教育，太追求讓學生寫出「正確答案」，扼殺了學生自由自在思考的能力。也讓學習的動機變得很低，讀書都不知道是在讀什麼。 家長自己也有對於小孩人生的「正確答案」，彷彿孩子不照著走，就是大逆不道。 我認為應該要尊重小孩子的意願，學習的目的應該是幫助他們，了解自己想做什麼！",12,22,124,3,97.63
"教育與生活不應該斷裂，連結起來比較不會產生學生不知為何而學的困境。",13,60,40,1,97.56
"我覺得教育應著重在認識自己 認識世界  認識這塊土地 教育最終的目的 是讓每個人找到自身在這個世界上的立足點",14,49,66,2,97.05
"我認為重新打造優良的技職教育體系",15,15,129,4,96.99
"目前對技職教育還是不夠友善",16,50,63,2,96.92
"我認為台灣的教育應該需要更多人關注，教育的方式可以多元化，相關的配套措施以及培育教師的方式要能夠跟進，過去失敗的教育改革並非政策內容不適當，而是毀在沒有充足的配套措施以及太容易受到政局改變影響。",17,10,118,4,96.72
"我覺得「非學校型態」的實驗教育值得推廣。",18,6,146,5,96.68
"我覺得最重要的讓現場的教師少做一點行政相關事務，或是有專門的行政人員處理。",19,11,141,5,96.57
"我覺得應重新檢視教育資源的分配公正性，必須讓資源不足的一方可以確實的獲得幫助，讓弱勢孩童挖掘自己天賦的機會!",20,41,50,2,96.15
"我認為好的教育方式，應該著重在引導、鼓勵學習，老師和學生的關係是平等的，不一定要侷限在上對下、教條式的教學方式。",21,53,48,2,96
"我覺得應該改善社會大眾對於「很會讀書」就是「有前途」的看法，這其實是一種對於「做讀書以外的事」的歧視。",22,24,130,6,95.58
"努力設法參與訂定目標, 這樣在執行的過程中可以獲得更為豐富的收穫. 別再把所有人都綁在學校裡, 會踢球的就努力去踢球, 會煮菜的就專心去煮菜 因為長輩們所訂定的課綱和期望, 所以還在萬般皆下品唯有讀書高的泥淖中逃不出",23,32,64,3,95.52
"我覺得教育是團隊，而不是單打獨鬥，且要見賢思齊，彼此分享",24,34,84,4,95.45
"我覺得,除了政策規劃要有遠見,也要有適度的補救措施.如何輔導這些教師順利就業(或轉去黑暗補教界),或派遣海外取得當地教師資格, 或轉職...等.  技職系統的重建,要有通盤的規劃,並加強操作與實用性. 不過,學生要有學習的覺悟,知道自己想做什麼.不然,再多的資源與管道,也是枉然.",25,51,40,2,95.23
"我認為要先找出台灣教育的缺失是什麼。我們到底要的人才是什麼。另外可以參考其他國家的教育方式，但不是直接複製貼上。",26,55,19,1,95
"我認為應當在國/高中加入基礎哲學課,訓練日常生活一定會用到且非常重要的思辨能力",27,33,72,5,93.5
"教改問題就是人才問題，十二年的基礎教育可以讓孩子們「挖掘自己」、「知道自己的路」，想清楚當技術人員還是研究人員嗎。培養出多元的人才意志後，政府應思考補強十二年後要怎麼幫孩子們發揮自己，多元師資、教育資源、國際交流、志趣商業化等，能不能幫到這些辛苦養育的人才，創造多領域的台灣之光！",28,63,14,1,93.33
"我覺得教授應該要能夠有條件創業。與學校和學界、國科會等的拆分比例要能夠透明清楚而且合理，鼓勵教授創新。",29,43,63,5,92.64
"我覺得，選課制度應從高中開始實施，讓學生更早開發興趣與專長",30,62,25,2,92.59
"教育制度的改革是不斷地進行中的，甚至是全世界的一種趨勢，然而不斷的改革當中最重要的，也常被忽略的，其實是我們看待教育與學習的心當心態。有時候最大的問題並是不出在別的地方，而是自己。",31,31,61,5,92.42
"我很想在學生階段找尋我的無限可能，但因學校的一些規定而沒辦法做到，我只能夠課餘時間去旁聽別的科系的課，但課與課的衝突太多了",32,66,23,2,92
"教育的目標在提供營養的土壤，啟發下一代豐富多元的「想像力」與「包容力」，因應於未來人生。",33,58,21,2,91.3
"我覺得大學「修習遠距教學學分數不得超過畢業總學分數的二分之一」的限制，應該交由各系所自行決定。",34,5,103,10,91.15
"我覺得大學的必修、選修比例，以及修課所佔時間應該要重新調整。讓學生有更多自由學習的機會。",35,46,59,6,90.76
"我認為從國高中開始就應該有較彈性的時間分配",36,68,19,2,90.47
"我認為我們花費大量的時間學習課業，卻忘了如何生活。",37,40,64,7,90.14
"覺得當學校把教育當成服務業來要求教師，教師又如何能夠理直氣壯的面對學生與家長的奧客行為",38,74,9,1,90
"我覺得應該要鼓勵師院裡頭最有熱情的老師去小學任教",39,45,48,6,88.88
"改變教育之前，應該先改變勞工環境。勞工環境不佳，家長就會把教育小孩的責任推給學校，或變成怪物家長；事實上很多教育的基礎仍需家長親自負責。",40,52,39,5,88.63
"教育就是學習和成長，教學相長，師生共同學會如何學習，以及如何幫助自己和大家一起成長。",41,70,7,1,87.5
"我覺得談教育要把基礎教育和高等教育分開",42,12,117,19,86.02
"我覺得 台灣的教育=考試教育",43,48,53,9,85.48
"生命中的不管是家人、朋友、不熟識的人，都應該用一種『我應該可以扶助你』的角度去反應和面對。認識『對立』、『敵對』，了解自己的情緒反應。教育，也可以是一種人際關係的發展。",44,61,17,3,85
"我認為該因應體制外教育模式進行規範，例如自學團體或其他教育模式可取得同等學歷。",45,27,59,11,84.28
"我覺得不應該強行推動十二年國教",46,17,100,19,84.03
"環境的不友善，造就許多問題。",47,39,36,7,83.72
"我覺得一綱多本不是問題，主要還是考試的方式太單一才會讓家長、學生、老師三方無所適從",48,16,103,24,81.1
"我認為我們不應該想著要消滅明星高中",49,18,91,25,78.44
"我有修過線上課程平台的學程。",50,9,83,24,77.57
"我認為台灣的教育預算應該要更高",51,13,81,24,77.14
"我覺得課程制定的過程，應該讓學生參與。",52,7,107,34,75.88
"想要品質就要有足夠的資源，我想台灣教育應該擁有更多的資源",53,71,5,2,71.42
"教育要成功，要靠老師引導學生找到天賦!!!",54,57,17,7,70.83
"推動改革，大量經費必然是第一步，在來是有偉大志向的人要有共識，這樣在推動上會順利許多，祝改革成功:)。",55,38,32,14,69.56
"我覺得不善於利用網路教學的老師 會成為教育改革的ㄧ大阻礙",56,29,47,23,67.14
"我沒有幾乎沒有在義務教育中獲得過學習的快樂",57,59,13,7,65
"我覺得國小應規劃研發部門，統籌所有創新教學之運作，做有效評估，並發表出去",58,35,36,20,64.28
"我認為考試領導教學沒有問題，但考試本身設計有問題",59,14,88,49,64.23
"我認為教育是可以用商業模式來經營的。政府管太多反而限制實驗教育的可能。",60,25,58,45,56.31
"我覺得在網路時代，線上教材可以取代老師「授業」的作用。",61,4,74,69,51.74
"我認為台灣的學校必須被真正的背企業化整合，開放讓民間具規模的企業併購學校，而且是放手併購，私立的該做，國立的更該做，學校獲利強的，您也可以買企業，企業強的，你也能夠買學校，學生畢業本來就必須去企業，企業本來就該培養人才，魚與水的關係，是時候該檢視了。",62,65,12,12,50
"我認為必須先取消聯考，甚至大中小型的考試，在現在的世界，訓練理解力與思考力遠比記憶課程內容重要；考試＝落伍，應該只存在字典 or Wiki 了",63,64,12,13,48
"我覺得翻轉教育對於教育現場的老師可能會造成更大的負擔",64,19,50,64,43.85
"我覺得這個時代的大學根本不必四年，兩年就夠了，一年實習。但學校收一樣的學費。這麼一來，大學可以用四年的 budget 教兩年就好，學生則是可以多賺一年實習，多賺一年全薪。",65,47,25,32,43.85
"我目前是學生。",66,1,41,53,43.61
"全世界只有台灣的中小學生下課需家長接送，造成學生普遍依賴家長，是國家幼苗競爭力低落的象徵。",67,54,16,25,39.02
"學校不應該再叫學生打掃教室、廁所了，學生是付錢的一方，不是被管理的一方，在學校應該有效率的學習。掃地這種教育應該回歸由家長身教。",68,36,27,57,32.14
"我是學生的家長。",69,3,15,62,19.48
"我是教師。",70,2,9,57,13.63
