comment_body,id,idx,n_agree,n_disagree,percentage
"我認為開放資料的格式，要政府跨部門成立小組與民間團體充分協商",19,60,5,0,100
"我認為目前政府與民間資料交換共享的機制並不足夠 （來源：https://www.slideshare.net/LisaLin56/20180515-97792439）",20,0,31,1,96.87
"如果建立政府資料線上授權平台，應該建立資料共通格式、資料使用與管控建立標準。（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.51）",21,13,30,1,96.77
"我認為除了自然人憑證之外，應該開放更多線上身分認證機制（如手機簡訊或健保卡）
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.14）",22,5,28,1,96.55
"公務機關之間資料留用的程序或原則各自不同，會造成公務員實務操作很困難（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.31）",23,10,28,1,96.55
"我認為公部門和公部門要資料，如果是符合政府資訊公開法的資料，也應該透過公開的平台，讓民間單位也能使用。",24,16,28,1,96.55
"我認為建置一個線上授權平台是促進政府部門與民間資料共享的好方法
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.12）",25,3,27,1,96.42
"我認為對公部門來說，現行法令不便於取得其他機關的資料（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.19）",26,8,24,1,96
"省力氣才是促進公務員支持的主要原因之一，可以設定激勵機制，且不應為了 KPI 違背省力氣的初衷。",27,21,24,1,96
"政府資料需要結構化的資料庫管理",28,27,21,1,95.45
"立專法曠日廢時，我贊成採新加坡方式，部會首長可以發出資料共享命令，在許可範圍內授權共享資料，如利用行政規則或其他方式建立行政機關跨機關分享之常態性資料及資料保管單位聯繫窗口來強化目前資料共享的依據。",29,15,20,1,95.23
"我認為政府應編列單獨的預算處理政府所有與資料相關的事務，避免部會之間為了預算踢皮球。",30,25,19,1,95
"公務機關經驗的傳承基本上都不會流傳，只要一換人能力就承辦人帶著走。大概除了主計系統之外都是這樣的狀況，所以需要一個內部專屬的維基百科（資料平台）（來源：https://g0v.hackpad.tw/vTaiwan-2018.02.21--lc2Pcu34xEp）",31,20,28,2,93.33
"我認為開放資料的推動，必須要能減少或解決第一線公務人員的負擔或問題。",32,44,14,1,93.33
"我認為開放資料在不同部會或組織間的資料共享機制不足夠，因此還無法充分利用其他部會或組織的資料來高效工作",33,36,13,1,92.85
"我認為各政府部門各自儲存、整理資料，造成公務人員實務操作上非常大的困難
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.32）",34,11,25,2,92.59
"我認為製作開放資料的工具，是否容易使用很重要。",35,45,12,1,92.3
"我認為公家機關的報表產出流程與資料儲存方式，需要獨立單位協助規劃（現行的資料大多是人工處理）。",36,28,23,2,92
"我認為大方向上，資料製作應該朝向完全捨棄Office系列軟體，提供從資料製作、儲存、提取到產出開放資料的工具（系統）。",37,39,10,1,90.9
"我認為現階段問專法似乎還太早，並預計將專法作為最後且不得以的手段。澳洲是透過專法當作最後手段，處理剩下極小規模的適用範圍。（來源：https://g0v.hackpad.tw/vTaiwan-2018.02.14--i3LzvHy7SjT）",38,19,17,2,89.47
"我認為應該要從地方政府開始，打造公務業務系統。",39,40,7,1,87.5
"業務單位同仁的資訊素養不夠, 是推動資料開放困難的阻力之一",40,50,7,1,87.5
"我覺得業務單位同仁缺乏資料治理的概念, 是推動資料開放的阻力之一",41,51,6,1,85.71
"我覺得開放資料要如何應用, 公私部門之間其實沒有大多共識",42,52,6,1,85.71
"當政府內的部門想要取得另一個部門的資料時有可能其中一方誤解法規。",43,58,6,1,85.71
"政府單位開放的資料應有其目的性, 例如呼應聯合國永續目標(SGDs)",44,47,5,1,83.33
"資料在政府單位的內部介接與交換的效率, 比開放來的重要",45,54,5,1,83.33
"我認為民眾取得資料之目的主要以學術研究及公共利益為主，政府可以先從這類的資料加強公開
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.51）",46,12,28,6,82.35
"我認為政府部門與民間資料交換共享最大的好處是降低成本
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P11）",47,2,21,5,80.76
"我認為政府資料應該在不造成社會恐慌的前提下，以開放為原則（例如公布花蓮區斷層帶） （來源：https://g0v.hackpad.tw/vTaiwan-2018.03.07--AtDNNDpEjr9）",48,35,21,5,80.76
"不管是公部門還是私部門，我認為想要的資料不知道該向哪個主管機關是最大的困難",49,6,20,5,80
"我認為制定政府資料跨部門（含私部門）交換的專法，雖然費時，但可以讓公部門提供資料時感到於法有據，所以比不訂專法好。",50,14,17,6,73.91
"我認為應該以法規降低公務員提供資料所應該負擔的責任",51,7,21,8,72.41
"我認為政府開放資料是強迫從人民身上取得的資料，不應該收費",52,31,13,5,72.22
"我認為國發會資料品質評鑑或政府開放諮詢小組是個提升政府資料品質的好方法",53,33,12,5,70.58
"我覺得開放資料的應用推動, 應先挑選示範單位 (如教育部) 或應用的議題 (如少子化)",54,53,4,2,66.66
"希望往修改現行法規（檔案法、政府公開資料法）進行，另外立開放資料專法對行政人員的負擔很重。 （來源：https://g0v.hackpad.tw/vTaiwan-2018.03.07--AtDNNDpEjr9）",55,34,7,4,63.63
"我認為絕大多數的資料產製於第一線公務人員，而這群第一線人員要製作「人類可讀」與「機器可讀」資料，造成重工是一種無謂的負擔。",56,42,7,4,63.63
"我認為政府機關提供資料時應該加密
（來源：https://www.slideshare.net/LisaLin56/20180515-97792439 P.24）",57,9,11,13,45.83
"我認為政府開放資料應該對民間的使用人收費，以補充產生資料的成本。",58,32,8,10,44.44
"政府所有有關個人資料應該可以全部串聯、可以很容易的被詢問是否可以被使用並收費，並用區塊鏈紀錄被誰使用如何使用是否付費等？",59,57,3,5,37.5
